Soil_Moisture,LDR,Leaf_Temp,Ambient_Temp,VOC_Level,Leaf_V,Classes
36.03,709.88,34.09,36.07,418.71,1.382,3
45.78,310.67,39.52,33.44,396.01,0.983,3
41.8,693.22,28.93,29.98,645.83,1.097,2
23.59,715.98,36.9,34.14,288.36,0.856,1
27.28,745.36,31.07,30.57,104.77,0.681,1
10.06,751.94,35.47,31.82,227.66,0.919,1
44.71,483.99,41.65,34.42,462.68,1.381,3
20.24,836.51,37.24,35.86,138.96,0.794,1
68.04,469.05,26.77,27.26,611.01,0.9,2
41.77,771.51,32.53,33.31,484.41,1.048,3
14.64,565.8,31.99,33.66,239.56,0.988,1
86.1,878.85,23.3,25.5,58.37,0.369,0
50.58,478.92,28.33,32.32,719.93,1.136,2
67.38,693.52,32.23,29.65,665.48,0.72,2
43.14,574.39,30.36,32.6,523.64,0.786,2
36.46,313.66,37.52,30.81,453.82,0.932,3
33.51,595.85,32.62,37.99,252.25,1.436,3
65.74,433.88,31.23,32.34,755.39,1.143,2
24.55,704.71,35.18,35.25,222.9,0.883,1
69.03,875.96,29.46,23.27,149.16,0.576,0
72.77,738.14,25.75,27.1,65.24,0.459,0
67.92,778.18,29.11,25.69,438.64,0.747,2
80.95,774.64,24.16,23.35,197.68,0.383,0
88.35,980.54,24.64,25.41,181.14,0.307,0
42.98,440.34,38.22,35.02,363.4,0.858,3
69.52,899.63,29.6,27.03,135.98,0.498,0
17.37,607.19,30.45,29.58,205.31,0.944,1
56.7,629.0,25.68,32.39,758.84,0.988,2
69.37,792.03,25.38,27.8,113.71,0.461,0
67.29,710.47,34.93,26.7,573.42,1.184,2
81.71,785.5,26.01,29.31,84.46,0.397,0
65.39,734.18,28.33,23.8,55.49,0.42,0
55.11,557.31,26.75,31.01,717.91,0.824,2
25.06,766.19,36.81,33.84,159.46,0.816,1
47.34,687.01,32.16,29.28,596.71,1.199,2
47.24,473.31,38.13,37.39,441.97,0.864,3
47.04,608.05,26.76,27.49,709.53,1.157,2
34.69,876.74,40.78,37.07,375.14,1.417,3
32.39,324.67,35.52,36.33,423.0,1.115,3
38.08,566.22,37.64,31.59,348.0,0.856,3
38.65,530.13,32.68,31.2,377.85,1.184,3
48.98,726.58,36.78,35.93,487.54,1.008,3
43.31,545.93,32.99,34.48,345.1,0.873,3
65.41,462.7,31.54,30.94,676.63,0.833,2
64.75,815.5,24.3,22.62,112.41,0.323,0
16.95,538.51,37.5,28.02,204.16,0.787,1
77.87,726.1,26.21,23.05,193.14,0.381,0
38.6,614.87,35.43,30.36,357.34,1.153,3
32.85,478.09,34.8,33.49,262.68,0.898,3
44.54,341.86,34.93,34.47,379.59,0.961,3
15.88,555.76,38.71,34.27,269.07,0.74,1
20.21,881.6,38.74,30.74,208.6,0.771,1
47.16,362.58,41.12,33.89,411.23,1.19,3
43.55,507.75,31.89,30.82,505.23,1.078,2
26.99,701.68,35.83,31.78,191.75,0.601,1
81.92,848.78,25.62,27.83,162.89,0.591,0
23.49,582.63,38.21,34.24,136.12,0.74,1
88.68,883.26,28.22,28.63,170.32,0.365,0
62.88,979.59,25.67,23.79,167.47,0.334,0
15.03,764.8,32.57,31.43,188.56,0.752,1
29.23,878.32,32.78,33.78,144.38,0.653,1
78.7,934.33,22.15,22.06,127.86,0.54,0
50.04,604.56,34.21,31.43,727.43,1.121,2
40.85,385.25,40.97,30.95,308.49,1.181,3
16.12,504.1,36.63,35.67,247.63,0.737,1
34.28,541.51,34.21,34.27,456.01,0.836,3
38.37,902.36,36.05,36.45,472.75,1.315,3
11.27,517.43,30.28,33.61,249.3,0.846,1
86.08,820.96,29.66,25.43,61.5,0.444,0
71.42,770.07,28.6,22.06,151.08,0.523,0
15.66,564.97,38.98,28.4,217.45,0.895,1
55.98,513.3,27.82,25.32,541.08,0.932,2
67.14,836.28,24.48,27.28,161.78,0.491,0
56.9,548.98,30.97,29.51,708.76,0.742,2
44.15,715.38,40.36,31.96,474.16,0.967,3
21.39,892.17,33.17,34.55,273.75,0.873,1
26.84,788.66,32.21,29.02,174.08,0.829,1
60.36,797.72,28.47,30.45,721.83,1.062,2
67.2,743.47,25.24,26.55,99.88,0.402,0
29.12,598.59,33.09,34.01,187.46,0.758,1
66.68,823.19,24.56,22.6,78.46,0.38,0
42.08,515.08,30.04,25.17,520.28,0.856,2
34.45,772.72,40.67,34.69,332.04,0.812,3
36.56,884.97,33.91,32.63,469.12,1.253,3
36.43,511.86,38.61,37.28,367.54,1.455,3
87.02,814.52,25.75,27.72,77.87,0.484,0
85.1,841.97,22.83,22.12,96.1,0.526,0
46.3,839.68,38.11,36.5,303.45,0.959,3
40.76,630.22,34.24,30.38,533.93,1.143,2
52.08,777.45,33.23,26.39,657.76,0.939,2
74.55,934.32,26.4,22.1,179.03,0.598,0
63.4,790.62,22.16,22.2,192.19,0.347,0
65.52,693.51,33.32,26.0,613.3,1.127,2
49.73,758.44,34.65,25.62,452.72,0.992,2
11.21,796.08,33.66,29.49,129.47,0.846,1
41.07,825.97,38.74,35.11,413.77,1.485,3
38.78,761.65,38.08,31.11,298.34,0.87,3
66.82,780.2,28.28,29.61,96.08,0.427,0
47.78,595.81,27.64,32.07,420.0,0.737,2
36.46,461.51,33.28,31.15,450.61,1.358,3
15.13,754.22,30.15,30.15,171.15,0.933,1
18.17,848.21,38.25,35.56,110.83,0.946,1
24.81,529.1,33.36,30.86,100.4,0.744,1
20.32,702.25,31.03,30.73,221.01,0.873,1
18.37,610.04,39.92,29.05,162.77,0.701,1
45.3,783.35,26.98,27.53,427.79,0.856,2
19.06,718.08,35.1,30.01,159.11,0.864,1
89.89,854.38,24.14,25.64,82.33,0.301,0
44.38,557.12,26.93,27.48,671.04,0.858,2
19.86,712.78,32.59,32.4,265.98,0.866,1
68.32,479.19,28.23,29.3,653.33,0.985,2
57.02,748.4,26.23,27.35,777.47,0.917,2
47.18,894.07,36.39,36.16,480.27,1.464,3
34.74,583.09,37.46,37.11,436.34,0.985,3
31.99,688.04,38.56,34.3,447.71,1.101,3
76.19,979.62,24.22,28.4,170.25,0.425,0
39.11,871.67,32.44,35.4,497.77,1.134,3
63.88,912.38,22.42,26.41,98.45,0.385,0
13.34,654.32,38.38,35.23,199.41,0.815,1
59.08,625.57,30.84,29.87,764.3,1.145,2
35.51,631.27,32.93,37.91,443.29,1.304,3
37.53,339.95,32.92,34.0,424.44,1.114,3
48.11,639.59,25.78,32.49,646.77,0.958,2
21.64,514.44,38.89,35.53,136.53,0.824,1
14.57,882.01,37.15,33.45,102.49,0.643,1
12.8,752.31,33.77,33.36,272.58,0.679,1
51.46,528.93,30.23,30.26,488.31,1.145,2
45.26,944.65,34.67,36.86,322.77,1.412,3
25.44,502.51,34.31,30.02,284.81,0.862,1
15.11,836.78,32.82,31.24,264.52,0.838,1
78.5,837.74,27.1,28.09,136.43,0.554,0
47.72,669.64,38.2,34.63,487.85,1.45,3
47.97,618.9,36.56,31.15,428.34,1.056,3
68.47,720.09,26.31,27.85,52.27,0.496,0
42.57,689.91,38.39,31.55,274.41,1.363,3
43.52,685.36,28.12,32.29,718.25,0.876,2
22.96,878.9,36.82,32.52,165.14,0.62,1
40.51,631.62,33.66,37.7,345.33,1.384,3
21.96,677.97,32.39,33.78,146.05,0.69,1
56.97,690.7,32.0,31.84,703.61,1.193,2
20.05,523.97,34.18,33.24,252.11,0.69,1
33.37,644.14,40.89,32.91,264.96,1.303,3
62.25,501.12,25.15,28.74,576.0,0.757,2
78.53,972.27,29.78,29.74,78.78,0.561,0
69.73,762.31,28.5,22.56,55.8,0.449,0
18.14,515.45,38.96,31.23,284.93,0.612,1
16.91,747.66,31.63,29.04,151.84,0.987,1
39.65,858.67,38.3,33.43,371.7,0.928,3
63.09,741.03,26.38,26.54,766.24,1.061,2
22.95,759.42,33.98,32.48,143.12,0.827,1
45.84,773.05,32.46,29.99,661.81,1.174,2
55.52,557.48,31.49,32.11,647.69,0.8,2
87.94,856.06,29.99,25.77,92.45,0.521,0
42.01,776.37,30.82,29.12,423.78,1.161,2
48.61,331.17,33.68,35.65,453.65,0.958,3
14.89,632.58,38.44,35.03,226.25,0.873,1
69.47,797.25,32.61,28.25,536.54,0.967,2
80.56,796.33,25.23,25.72,62.52,0.369,0
55.8,753.88,27.46,25.9,591.43,1.115,2
50.29,581.26,26.4,26.9,469.3,1.167,2
27.93,842.6,33.94,33.76,103.0,0.723,1
82.61,824.39,25.44,27.85,63.01,0.382,0
86.0,869.79,24.99,26.75,95.95,0.351,0
12.16,762.62,35.27,31.23,206.95,0.811,1
50.1,525.31,27.29,29.03,728.06,0.8,2
13.61,554.13,35.79,34.6,124.78,0.792,1
83.5,861.53,29.08,29.09,191.79,0.499,0
18.07,551.44,38.17,33.48,259.35,0.822,1
28.37,575.06,38.74,32.78,284.13,0.673,1
47.42,616.64,25.68,29.74,774.08,1.196,2
88.32,719.65,28.91,27.26,73.71,0.465,0
43.12,445.07,41.61,35.1,458.72,1.113,3
67.36,865.03,27.39,23.65,168.68,0.476,0
35.26,894.09,39.43,36.08,314.55,1.311,3
28.52,863.48,33.09,29.65,177.55,0.889,1
46.91,425.57,28.35,27.59,557.37,1.054,2
33.71,397.35,40.27,36.09,436.96,1.378,3
25.67,683.23,38.99,34.26,241.49,0.986,1
43.8,556.82,31.51,26.6,449.65,0.804,2
20.24,895.18,37.64,31.91,111.04,0.954,1
26.13,533.41,37.82,35.33,281.53,0.976,1
43.14,499.26,33.89,27.06,438.62,0.727,2
43.15,721.5,37.12,37.49,260.73,1.275,3
33.96,628.36,38.63,37.12,375.12,1.379,3
65.11,702.2,24.6,29.7,75.2,0.368,0
16.62,764.14,30.75,29.3,177.37,0.784,1
79.21,968.57,25.31,22.59,148.37,0.451,0
43.92,423.38,33.62,36.79,284.86,1.488,3
53.28,412.36,33.11,26.76,471.7,0.83,2
63.47,599.54,30.6,32.19,488.86,0.71,2
41.29,583.19,34.29,33.31,258.88,0.919,3
22.85,650.1,38.81,33.27,149.1,0.893,1
33.86,608.35,38.06,35.1,400.56,1.414,3
67.73,894.57,27.17,26.11,76.3,0.554,0
34.69,741.91,40.28,37.16,310.2,1.45,3
33.02,677.4,41.47,35.97,468.88,1.355,3
89.45,910.68,24.75,27.25,59.85,0.445,0
47.41,354.15,40.52,33.78,271.2,0.866,3
83.52,811.34,25.5,22.74,109.01,0.506,0
45.57,491.1,41.52,32.82,458.49,1.173,3
11.48,699.34,32.19,28.39,243.88,0.777,1
39.82,344.24,35.73,30.59,488.26,1.405,3
26.59,836.44,31.72,33.06,129.7,0.775,1
69.69,871.27,28.16,23.54,172.73,0.458,0
14.6,879.81,34.31,28.21,101.2,0.86,1
10.42,543.73,38.87,30.51,237.28,0.737,1
69.02,592.34,31.5,28.67,571.41,1.19,2
30.68,869.67,40.83,35.19,398.91,0.943,3
29.72,734.68,32.21,33.8,275.04,0.742,1
47.04,766.21,37.43,33.43,299.66,1.272,3
57.27,646.45,33.84,32.19,592.07,0.814,2
18.43,819.49,31.99,35.7,165.15,0.607,1
13.53,531.18,35.08,32.75,139.99,0.844,1
24.73,536.65,30.96,28.35,182.13,0.704,1
46.03,769.79,41.16,30.99,455.4,0.804,3
29.89,520.22,39.99,28.72,150.48,0.878,1
61.01,733.03,25.73,26.77,755.43,0.786,2
15.13,506.38,37.85,29.25,191.24,0.644,1
64.56,789.76,34.78,31.3,512.18,1.163,2
63.97,424.13,25.28,31.22,789.89,1.186,2
34.18,415.75,35.2,31.16,364.01,1.405,3
44.72,621.29,33.49,32.18,449.32,1.451,3
63.79,552.76,30.3,25.22,626.01,0.996,2
48.56,938.87,33.34,30.98,467.45,1.067,3
86.54,896.78,29.2,24.57,178.72,0.468,0
83.57,742.06,24.58,26.76,183.18,0.587,0
84.92,716.11,23.4,28.16,109.34,0.382,0
36.87,605.53,38.04,30.84,361.42,0.932,3
62.66,775.27,29.43,23.44,80.53,0.357,0
53.27,611.48,27.95,27.13,472.52,0.774,2
53.49,588.11,28.82,31.96,653.09,1.128,2
53.24,503.15,33.26,29.09,632.56,1.148,2
40.75,664.83,30.01,28.67,647.61,1.061,2
14.9,876.12,35.38,32.23,139.12,0.629,1
20.67,800.77,33.47,31.41,111.8,0.766,1
56.13,471.85,34.71,31.13,708.72,1.117,2
13.65,543.81,32.25,33.46,253.12,0.955,1
44.9,760.1,41.0,36.52,418.85,1.232,3
28.33,545.83,39.88,32.41,220.23,0.983,1
10.84,787.56,34.63,34.5,112.35,0.838,1
36.22,665.33,35.68,31.42,494.91,0.829,3
65.98,997.24,23.35,26.15,174.85,0.413,0
59.19,469.94,28.23,26.33,701.76,0.925,2
21.14,670.65,30.39,29.97,283.8,0.717,1
65.65,865.03,27.27,23.57,160.67,0.436,0
40.34,689.49,41.81,36.75,264.42,1.49,3
88.07,804.9,24.64,26.86,105.69,0.387,0
30.26,771.28,37.14,31.7,344.44,1.095,3
89.29,925.63,28.9,28.85,79.56,0.372,0
57.7,790.51,32.56,25.54,481.26,0.843,2
87.25,925.94,24.38,28.66,79.22,0.308,0
55.27,402.26,31.49,29.18,546.24,0.922,2
76.4,822.99,22.14,28.75,106.5,0.537,0
47.91,511.12,34.89,28.12,404.58,0.972,2
13.15,545.45,31.44,35.37,237.82,0.95,1
68.32,982.63,24.08,28.85,192.53,0.4,0
50.66,671.88,34.77,27.18,712.91,1.146,2
56.14,592.67,26.41,31.05,530.16,1.172,2
28.21,558.73,34.42,35.9,233.74,0.728,1
85.41,960.2,23.16,23.22,162.53,0.573,0
11.21,744.29,35.65,31.44,155.61,0.659,1
85.99,721.51,29.66,28.56,190.69,0.308,0
63.88,845.98,22.07,26.78,177.43,0.391,0
34.41,439.78,40.5,31.16,321.65,1.036,3
41.76,533.59,34.94,35.64,355.03,1.314,3
68.04,735.93,32.84,28.73,675.33,0.74,2
42.33,851.6,34.07,32.41,285.34,1.027,3
20.71,861.75,35.51,32.99,181.29,0.886,1
24.95,592.31,37.62,31.51,211.24,0.67,1
52.58,691.0,34.38,29.56,520.56,0.705,2
64.39,609.34,26.97,32.41,702.16,1.023,2
61.47,759.72,28.07,27.75,191.82,0.495,0
69.51,970.56,28.29,25.35,165.48,0.516,0
53.98,637.79,28.53,32.72,683.76,0.709,2
49.66,617.81,36.16,33.77,373.24,0.921,3
65.27,968.1,25.01,28.14,132.81,0.458,0
10.09,732.01,36.07,30.82,241.63,0.863,1
78.52,988.26,27.14,27.75,60.27,0.34,0
46.71,416.71,32.95,25.16,496.29,1.08,2
13.01,774.58,34.35,34.2,123.05,0.933,1
49.27,681.78,28.37,31.27,521.69,1.175,2
28.92,674.32,35.15,31.8,255.78,0.899,1
62.62,428.14,26.49,31.85,722.88,1.005,2
55.6,712.65,28.87,27.73,547.78,1.118,2
77.86,945.63,22.09,29.16,104.69,0.368,0
32.38,851.93,33.11,30.43,460.43,1.479,3
65.79,846.32,29.15,22.44,147.91,0.528,0
24.99,670.74,36.46,31.4,129.62,0.631,1
11.38,503.08,30.39,32.43,266.12,0.696,1
37.36,509.12,41.4,33.18,282.17,1.428,3
17.18,702.36,38.49,35.16,281.62,0.653,1
81.87,756.73,23.83,26.15,74.66,0.451,0
35.59,763.74,34.29,30.92,454.22,1.46,3
86.67,720.78,27.91,27.49,72.84,0.542,0
68.41,452.07,26.18,25.94,516.13,1.035,2
30.91,384.42,38.25,35.92,352.36,1.336,3
45.0,680.24,32.67,31.38,702.97,0.743,2
26.81,588.44,32.63,35.27,119.84,0.737,1
60.67,823.33,28.57,22.6,142.73,0.34,0
42.81,698.69,32.02,33.78,487.23,0.871,3
31.18,567.53,36.28,34.03,405.21,1.44,3
42.49,706.62,33.91,35.49,265.81,1.426,3
44.32,643.77,26.13,31.55,676.66,1.169,2
60.04,801.35,25.62,29.47,120.31,0.44,0
17.28,533.08,34.8,34.23,238.41,0.907,1
48.11,507.93,39.12,31.99,259.5,1.107,3
29.43,614.0,31.47,30.91,152.58,0.804,1
73.87,960.69,22.38,23.33,60.71,0.536,0
68.48,703.07,30.77,26.14,619.51,0.772,2
12.09,798.84,32.62,32.07,134.31,0.983,1
83.83,991.95,22.85,26.97,170.0,0.596,0
44.54,535.8,31.49,27.2,671.18,0.817,2
40.33,767.6,37.36,30.88,464.77,0.822,3
26.6,759.72,34.4,35.68,213.18,0.648,1
66.4,578.25,32.14,29.73,708.94,1.195,2
16.06,753.03,31.65,30.19,174.86,0.998,1
88.58,757.39,26.32,29.99,102.52,0.38,0
76.62,780.43,26.82,26.8,163.6,0.597,0
45.58,675.01,39.44,37.51,475.04,1.233,3
75.67,809.46,24.51,26.13,167.14,0.488,0
56.07,742.93,34.91,29.01,634.91,1.015,2
48.56,555.23,38.83,35.5,367.94,1.09,3
49.52,493.02,31.71,27.53,728.53,1.187,2
60.58,879.57,24.74,24.75,85.73,0.596,0
24.9,560.6,30.42,30.95,230.22,0.605,1
60.27,731.9,22.95,24.19,185.42,0.535,0
18.51,507.44,35.07,28.93,249.42,0.82,1
46.61,585.07,28.06,26.58,449.53,0.793,2
17.95,574.7,36.34,28.95,148.96,0.629,1
36.74,660.06,40.87,34.47,489.09,1.087,3
70.47,825.29,23.98,29.03,75.28,0.509,0
71.81,989.41,24.8,23.29,117.3,0.474,0
68.34,643.52,29.75,30.24,476.96,1.054,2
42.5,585.57,35.0,33.48,399.47,0.868,3
81.63,947.02,27.19,25.17,171.53,0.421,0
61.41,861.48,28.77,26.83,116.64,0.406,0
78.48,807.31,27.02,22.89,80.22,0.398,0
19.79,757.61,38.15,29.44,235.49,0.914,1
37.97,464.15,39.05,34.27,406.08,0.846,3
70.22,707.13,27.05,27.64,162.69,0.377,0
43.83,729.33,37.87,32.88,403.2,1.449,3
43.93,447.07,38.54,37.35,288.3,1.032,3
61.27,450.42,28.34,30.89,478.63,1.164,2
54.51,637.29,33.83,26.65,482.38,1.094,2
45.18,881.38,38.15,33.33,327.37,1.186,3
30.03,867.58,33.26,35.13,285.94,1.189,3
47.35,680.38,26.8,29.36,684.78,1.158,2
21.44,677.11,30.12,32.88,226.17,0.915,1
41.4,479.85,30.98,25.2,745.62,1.111,2
29.21,795.86,38.72,32.49,264.81,0.711,1
45.93,604.84,30.93,27.54,676.21,0.866,2
61.28,975.57,28.56,22.2,134.31,0.419,0
28.76,821.29,33.63,34.82,262.01,0.649,1
31.74,822.21,39.76,32.89,318.15,1.086,3
30.33,415.05,33.35,35.97,343.94,1.334,3
49.96,941.06,40.54,35.54,413.75,0.831,3
61.17,979.41,27.42,23.78,71.34,0.539,0
40.75,526.72,34.17,36.19,367.11,1.303,3
44.57,628.65,37.57,32.86,288.16,0.922,3
41.44,388.06,41.16,32.89,467.31,1.441,3
72.69,779.39,25.74,26.72,174.76,0.397,0
82.3,985.05,29.36,29.09,167.32,0.567,0
43.83,638.58,41.47,33.19,277.97,1.431,3
17.15,528.42,31.58,28.48,220.41,0.749,1
14.84,556.37,37.04,30.07,292.97,0.827,1
24.25,570.01,32.78,33.47,276.16,0.676,1
47.79,499.73,28.43,25.3,780.65,1.105,2
47.47,807.05,37.3,30.16,280.33,1.087,3
64.19,461.52,31.35,30.18,530.2,0.863,2
60.01,779.6,25.73,30.34,795.7,1.079,2
70.08,787.96,27.72,26.94,83.57,0.559,0
54.78,526.52,26.92,28.59,402.13,0.811,2
27.95,828.99,33.23,28.88,270.05,0.846,1
44.55,615.24,33.64,29.95,549.52,1.119,2
45.42,629.88,29.52,29.33,630.18,0.828,2
46.3,626.04,34.46,30.24,617.37,0.807,2
46.21,490.1,35.68,35.38,406.89,1.355,3
10.51,540.62,39.17,31.45,182.97,0.922,1
64.66,764.77,27.76,29.76,798.94,1.001,2
62.76,744.93,26.04,26.98,106.86,0.389,0
89.04,986.81,24.63,23.21,115.55,0.512,0
16.52,548.46,36.12,30.08,194.7,0.678,1
23.89,843.16,34.15,28.27,220.14,0.656,1
42.69,452.06,33.03,32.21,277.32,1.445,3
81.97,927.48,27.22,23.69,95.25,0.58,0
18.0,708.15,32.29,32.29,142.25,0.714,1
65.94,648.2,26.9,30.74,787.45,0.766,2
52.95,670.14,30.81,25.35,463.27,0.851,2
18.65,666.98,37.5,28.54,198.3,0.9,1
35.15,411.25,38.84,32.07,319.35,1.458,3
30.78,629.21,33.44,36.98,463.16,1.049,3
53.13,728.21,27.14,25.45,517.73,0.708,2
16.6,599.85,39.6,31.59,240.13,0.623,1
24.54,836.38,34.9,31.6,162.33,0.773,1
